nodes	links	mat	dep	
30	34.5	32, 22, 42, 47, 27, 37, 27, 42, 32, 32, 37, 32, 32, 47, 42, 27, 42, 27, 37, 37, 32, 37, 52, 27, 32, 32, 37, 37, 37, 67, 42, 42, 42, 37, 27, 32, 42, 32, 32, 37, 37, 52, 37, 37, 62, 27, 22, 22, 32, 22, 27, 32, 32, 47, 37, 32, 32, 32, 27, 32, 32, 32, 52, 32, 52, 27, 32, 32, 17, 47, 22, 37, 32, 37, 32, 32, 42, 37, 37, 42, 22, 57, 27, 22, 37, 27, 22, 52, 27, 37, 42, 37, 42, 42, 42, 47, 32, 22, 42, 22, 22, 37, 32, 37, 27, 27, 27, 27, 37, 32, 32, 32, 42, 22, 37, 42, 32, 32, 17, 42, 22, 32, 32, 37, 37, 37, 37, 27, 12, 27, 47, 57, 27, 42, 27, 37, 37, 42, 42, 37, 47, 52, 22, 22, 47, 32, 37, 32, 17, 37, 32, 27, 27, 27, 37, 27, 32, 42, 32, 22, 42, 37, 32, 52, 32, 37, 37, 42, 42, 32, 37, 32, 37, 37, 57, 27, 27, 27, 27, 32, 27, 27, 27, 37, 37, 32, 32, 22, 37, 37, 37, 37, 32, 42, 42, 32, 42, 32, 52, 32, 42, 27, 27, 22, 42, 52, 32, 37, 32, 32, 42, 42, 27, 22, 27, 32, 52, 27, 27, 62, 22, 62, 27, 32, 42, 27, 37, 32, 37, 27, 32, 42, 27, 22, 32, 57, 47, 27, 37, 22, 22, 22, 42, 32, 57, 32, 37, 22, 67, 17, 37, 37, 37, 57, 42, 27, 32, 47, 42, 32, 27, 37, 27, 37, 37, 32, 42, 37, 32, 62, 32, 32, 42, 27, 52, 27, 52, 32, 37, 47, 37, 37, 37, 52, 27, 37, 22, 52, 37, 22, 67, 27, 27, 32, 52, 27, 27, 22, 22, 32, 32, 32, 32, 32, 57, 42, 37, 32, 22, 27, 27, 27, 37, 22, 22, 32, 37, 42, 32, 32, 37, 27, 37, 47, 27, 27, 37, 57, 22, 37, 27, 37, 37, 32, 37, 27, 72, 37, 37, 27, 32, 32, 37, 57, 37, 32, 42, 32, 32, 37, 32, 32, 37, 27, 22, 37, 27, 32, 17, 52, 47, 27, 32, 37, 32, 27, 42, 27, 32, 27, 32, 37, 27, 22, 37, 22, 47, 27, 32, 42, 22, 32, 32, 27, 52, 42, 32, 32, 52, 47, 52, 22, 27, 42, 42, 22, 27, 42, 17, 22, 22, 27, 32, 22, 32, 32, 27, 37, 57, 22, 22, 32, 37, 32, 47, 27, 22, 37, 32, 42, 22, 22, 27, 42, 37, 27, 27, 52, 17, 27, 52, 27, 32, 32, 22, 37, 22, 32, 27, 42, 47, 32, 32, 12, 37, 37, 27, 27, 27, 37, 37, 32, 22, 62, 37, 17, 27, 27, 37, 27, 22, 37, 47, 47, 32, 32, 22, 37, 32, 37, 42, 17, 22, 32, 27, 32, 27, 42, 27, 27, 22, 42, 27, 42, 47, 32, 32, 37, 32, 32, 37, 32, 32, 27, 32, 42, 27, 32, 22, 47, 37, 22, 32, 47, 37, 32, 32, 32, 47, 27, 32, 52, 27, 32, 32, 32, 37, 32, 27, 37, 37, 32, 27, 37, 27, 17, 47, 37, 22, 32, 52, 52, 32, 27, 32, 32, 37, 57, 32, 32, 32, 37, 22, 37, 22, 37, 37, 47, 42, 27, 27, 22, 37, 62, 27, 32, 27, 57, 32, 37, 37, 37, 32, 22, 37, 37, 27, 27, 27, 32, 37, 32, 27, 22, 27, 42, 32, 32, 32, 37, 27, 22, 27, 27, 17, 22, 27, 27, 22, 57, 52, 52, 27, 37, 32, 37, 27, 22, 37, 17, 32, 27, 32, 47, 22, 37, 17, 52, 57, 17, 32, 42, 22, 22, 27, 32, 22, 37, 27, 37, 32, 32, 42, 32, 27, 22, 32, 32, 32, 32, 47, 32, 17, 22, 17, 37, 42, 52, 22, 27, 47, 27, 27, 27, 47, 37, 27, 32, 27, 37, 22, 32, 32, 37, 57, 27, 27, 32, 67, 37, 47, 27, 32, 32, 32, 37, 37, 32, 32, 27, 37, 37, 22, 22, 22, 42, 32, 27, 37, 42, 22, 27, 37, 37, 37, 27, 22, 42, 27, 22, 32, 42, 57, 27, 27, 27, 32, 32, 27, 27, 32, 22, 47, 27, 47, 32, 42, 32, 37, 32, 37, 32, 27, 47, 37, 52, 32, 37, 37, 32, 32, 37, 27, 32, 47, 37, 27, 27, 52, 32, 37, 47, 42, 37, 37, 37, 37, 52, 47, 37, 27, 42, 42, 22, 22, 37, 32, 52, 37, 47, 27, 47, 42, 22, 32, 52, 37, 42, 32, 32, 52, 37, 27, 57, 42, 22, 32, 767	9, 9, 9, 9, 9, 9, 9, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 10, 10, 9, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 9, 10, 10, 9, 10, 10, 9, 10, 10, 10, 10, 10, 9, 10, 10, 11, 10, 10, 9, 10, 10, 10, 10, 10, 9, 11, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 9, 10, 10, 9, 10, 10, 9, 10, 10, 11, 10, 10, 9, 10, 10, 10, 10, 10, 9, 11, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 9, 10, 10, 9, 10, 10, 9, 10, 10, 11, 10, 10, 9, 10, 10, 10, 10, 10, 9, 11, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 9, 10, 10, 9, 10, 11, 9, 11, 10, 11, 11, 10, 11, 10, 11, 11, 10, 11, 9, 11, 11, 9, 10, 10, 11, 10, 10, 9, 10, 11, 11, 10, 10, 9, 11, 10, 9, 11, 10, 11, 10, 10, 9, 10, 11, 11, 10, 10, 9, 11, 10, 9, 11, 10, 11, 10, 10, 9, 10, 11, 11, 10, 10, 9, 11, 10, 9, 11, 10, 11, 10, 10, 9, 10, 11, 11, 10, 10, 9, 11, 9, 9, 10, 9, 11, 11, 9, 11, 10, 9, 9, 10, 11, 9, 11, 9, 9, 10, 9, 11, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 11, 9, 11, 10, 9, 9, 10, 11, 9, 11, 9, 9, 10, 9, 11, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 10, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 11, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 11, 10, 9, 9, 10, 9, 9, 10, 9, 9, 10, 9, 9, 9, 9, 11, 10, 9, 9, 10, 9, 9, 10, 1158	
30	46.0	27, 37, 37, 37, 32, 37, 32, 47, 32, 27, 42, 27, 37, 42, 42, 52, 42, 62, 52, 52, 47, 27, 37, 42, 32, 32, 52, 32, 22, 32, 37, 42, 37, 27, 62, 42, 27, 37, 37, 37, 42, 37, 32, 37, 42, 47, 32, 62, 27, 22, 57, 42, 42, 37, 37, 27, 32, 42, 42, 32, 37, 32, 47, 42, 52, 37, 62, 32, 52, 37, 32, 27, 37, 47, 57, 42, 42, 42, 62, 52, 32, 27, 47, 47, 27, 37, 32, 22, 62, 57, 42, 62, 32, 47, 57, 37, 27, 42, 62, 47, 42, 57, 47, 22, 37, 27, 27, 42, 42, 27, 67, 57, 32, 42, 52, 37, 27, 47, 42, 37, 42, 37, 27, 47, 52, 52, 42, 52, 27, 42, 37, 32, 22, 27, 32, 37, 32, 47, 42, 52, 52, 37, 42, 27, 32, 67, 32, 47, 42, 42, 62, 37, 37, 32, 37, 37, 32, 32, 22, 57, 27, 27, 32, 27, 32, 32, 52, 67, 42, 22, 57, 57, 37, 47, 27, 62, 37, 42, 52, 37, 62, 27, 52, 32, 32, 27, 27, 47, 37, 52, 47, 47, 27, 32, 32, 32, 37, 47, 32, 57, 32, 37, 42, 37, 47, 22, 37, 27, 42, 22, 42, 37, 27, 27, 42, 42, 27, 37, 67, 27, 27, 42, 52, 27, 37, 32, 37, 32, 42, 27, 42, 57, 32, 27, 32, 32, 32, 37, 27, 32, 32, 32, 47, 42, 42, 42, 22, 27, 37, 32, 22, 32, 37, 52, 42, 42, 37, 37, 37, 42, 32, 47, 42, 32, 27, 37, 32, 32, 22, 32, 32, 27, 27, 57, 37, 37, 37, 32, 32, 37, 37, 37, 42, 42, 47, 37, 42, 42, 57, 27, 32, 47, 62, 62, 47, 32, 32, 37, 47, 32, 27, 42, 32, 67, 47, 37, 27, 37, 47, 22, 42, 42, 27, 32, 47, 32, 32, 27, 32, 37, 32, 37, 32, 47, 17, 57, 42, 27, 37, 47, 22, 47, 37, 37, 32, 42, 32, 32, 42, 32, 37, 27, 47, 32, 27, 42, 37, 27, 37, 27, 37, 22, 37, 42, 32, 42, 27, 37, 37, 27, 37, 47, 37, 42, 52, 52, 32, 42, 22, 32, 27, 22, 32, 42, 52, 32, 42, 37, 42, 62, 32, 32, 62, 22, 47, 37, 27, 27, 32, 37, 37, 32, 27, 42, 32, 32, 42, 32, 42, 42, 32, 27, 37, 42, 37, 32, 32, 37, 22, 37, 32, 32, 27, 42, 32, 27, 32, 32, 27, 22, 52, 52, 27, 27, 42, 42, 32, 42, 42, 37, 32, 27, 22, 37, 22, 37, 57, 37, 32, 57, 37, 32, 27, 42, 27, 32, 52, 32, 27, 22, 37, 32, 27, 42, 37, 37, 37, 37, 32, 32, 27, 27, 52, 32, 32, 27, 32, 37, 27, 32, 37, 37, 52, 42, 47, 32, 32, 52, 22, 37, 47, 37, 47, 42, 37, 32, 52, 32, 37, 37, 37, 42, 27, 42, 27, 27, 32, 22, 37, 37, 27, 32, 42, 97, 32, 37, 37, 27, 67, 67, 37, 37, 27, 57, 27, 27, 42, 37, 57, 47, 37, 32, 47, 42, 27, 37, 32, 27, 27, 27, 17, 27, 22, 32, 42, 52, 52, 42, 32, 27, 47, 32, 32, 42, 32, 37, 67, 22, 27, 42, 32, 27, 42, 22, 37, 42, 32, 27, 27, 22, 32, 22, 27, 37, 37, 42, 22, 27, 37, 32, 22, 32, 47, 67, 27, 37, 47, 42, 27, 32, 62, 27, 37, 47, 37, 42, 27, 32, 32, 32, 37, 27, 42, 37, 27, 32, 32, 57, 32, 47, 37, 47, 27, 27, 47, 42, 22, 22, 32, 42, 47, 32, 62, 22, 27, 22, 42, 22, 32, 27, 27, 42, 47, 22, 17, 47, 27, 37, 32, 22, 37, 27, 27, 27, 32, 37, 57, 42, 32, 52, 47, 37, 52, 27, 27, 37, 47, 47, 32, 42, 37, 52, 37, 37, 42, 32, 32, 32, 47, 42, 57, 37, 32, 32, 32, 37, 37, 47, 52, 47, 37, 47, 27, 47, 32, 27, 47, 27, 42, 32, 32, 57, 42, 52, 42, 32, 37, 22, 27, 27, 52, 42, 42, 57, 52, 32, 42, 32, 77, 37, 42, 37, 42, 52, 42, 62, 42, 32, 32, 57, 47, 57, 37, 52, 42, 32, 42, 37, 27, 47, 37, 42, 27, 32, 37, 82, 47, 22, 57, 32, 32, 731	9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 11, 10, 11, 9, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 11, 10, 11, 11, 13, 11, 13, 11, 13, 10, 10, 12, 13, 10, 13, 11, 13, 10, 10, 12, 13, 10, 13, 11, 13, 10, 10, 12, 13, 10, 11, 11, 13, 10, 10, 12, 13, 10, 11, 11, 13, 10, 10, 12, 13, 10, 11, 11, 13, 10, 10, 12, 13, 10, 11, 11, 13, 10, 10, 12, 13, 10, 13, 10, 13, 10, 10, 12, 13, 10, 13, 10, 13, 10, 10, 12, 13, 10, 13, 10, 13, 10, 10, 12, 13, 10, 13, 10, 13, 10, 10, 12, 13, 10, 13, 10, 13, 10, 11, 13, 13, 10, 13, 11, 13, 10, 11, 13, 13, 10, 13, 11, 13, 10, 11, 10, 11, 13, 12, 10, 11, 11, 12, 10, 13, 10, 11, 10, 11, 13, 13, 10, 12, 11, 11, 10, 13, 10, 11, 10, 11, 13, 12, 10, 11, 11, 12, 10, 11, 10, 11, 10, 11, 13, 13, 10, 12, 10, 10, 10, 13, 10, 11, 10, 11, 13, 13, 10, 12, 11, 11, 10, 11, 10, 11, 10, 11, 13, 12, 10, 11, 10, 10, 10, 13, 10, 11, 10, 11, 13, 12, 10, 11, 10, 12, 10, 10, 10, 11, 10, 10, 13, 13, 10, 12, 9, 11, 10, 12, 10, 11, 10, 10, 13, 13, 10, 12, 10, 11, 10, 10, 10, 11, 10, 10, 13, 12, 10, 11, 9, 11, 10, 12, 10, 11, 10, 10, 13, 12, 10, 11, 10, 12, 10, 10, 10, 11, 10, 10, 13, 13, 10, 12, 9, 11, 10, 12, 10, 11, 10, 10, 13, 13, 10, 12, 10, 11, 10, 10, 10, 11, 10, 10, 13, 12, 10, 11, 9, 11, 10, 12, 10, 11, 10, 10, 13, 12, 10, 11, 10, 12, 10, 10, 10, 11, 10, 10, 13, 13, 10, 12, 9, 11, 10, 12, 10, 11, 10, 10, 13, 13, 10, 12, 10, 11, 10, 10, 10, 11, 10, 11, 12, 12, 10, 11, 9, 11, 10, 12, 10, 11, 10, 10, 13, 12, 10, 11, 10, 10, 10, 11, 10, 10, 10, 10, 13, 11, 10, 11, 12, 10, 10, 12, 10, 10, 10, 10, 13, 12, 10, 12, 10, 11, 10, 11, 10, 10, 10, 10, 12, 12, 10, 10, 9, 10, 10, 12, 10, 10, 10, 10, 13, 11, 10, 11, 12, 12, 10, 11, 10, 10, 10, 10, 13, 10, 10, 11, 10, 11, 10, 11, 10, 11, 10, 10, 14, 10, 10, 10, 10, 10, 10, 11, 10, 11, 10, 10, 14, 10, 10, 12, 12, 11, 10, 11, 10, 10, 10, 10, 13, 10, 10, 11, 10, 12, 10, 11, 10, 11, 10, 10, 13, 11, 10, 10, 11, 10, 10, 12, 10, 11, 10, 10, 14, 10, 10, 10, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 10, 9, 11, 9, 10, 9, 11, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 9, 10, 10, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 11, 12, 11, 10, 11, 11, 11, 12, 11, 10, 11, 11, 11, 12, 11, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 10, 10, 11, 10, 11, 12, 1174	
