nodes	links	pcd-red	deeps-min	
120	3.0	0	0	0	0	
120	6	0	0	0	0	
120	12	0	0	0	0	
120	24	0	0	0	0	
240	3.0	0	0	0	0	
240	6	0	0	1	0	
240	12	0	0	0	0	
240	24	0	0	0	0	
480	3.0	0	0	0	0	
480	6	0	0	0	1	
480	12	0	0	0	0	
480	24	0	0	0	0	
